CD_TIPO,FL_PARADO,FL_PROGRAMAR,ID_CLIENTE,CD_MAQUINA,SQ_CHECKITEM,NR_ORDEM,DS_INSPECAO,DS_OBS,DT_CKECKITEM,DT_INICIO,DT_TERMINO,TP_RECORRENCIA,QT_RECORRENCIA,ST_CHECKITEM,ID_CKOS
PRE,N,S,1,AR COND. SCA 16,9828,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 16,9829,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 16,9830,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 16,9831,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 16,9832,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 16,9833,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 16,9834,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9835,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9836,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9837,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9838,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9839,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9840,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9841,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9842,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9843,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 17,9844,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 17,9845,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 17,9846,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9847,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9848,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9849,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9850,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9851,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9852,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 17,9853,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9854,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9855,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9856,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9857,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9858,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9859,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9860,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9861,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9862,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 18,9863,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 18,9864,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 18,9865,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9866,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9867,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9868,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9869,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9870,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9871,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 18,9872,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9873,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9874,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9875,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9876,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9877,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9878,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9879,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9880,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9881,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 19,9882,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 19,9883,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 19,9884,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9885,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9886,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9887,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9888,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9889,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9890,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 19,9891,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9892,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9893,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9894,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9895,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9896,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9897,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9898,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9899,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9900,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 20,9901,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 20,9902,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 20,9903,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9904,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9905,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9906,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9907,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9908,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9909,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 20,9910,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9911,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9912,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9913,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9914,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9915,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9916,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9917,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9918,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9919,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 21,9920,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 21,9921,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 21,9922,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9923,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9924,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9925,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9926,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9927,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9928,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 21,9929,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9930,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9931,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9932,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9933,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9934,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9935,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9936,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9937,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9938,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 24,9939,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 24,9940,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 24,9941,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9942,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9943,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9944,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9945,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9946,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9947,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 24,9948,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9949,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9950,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9951,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9952,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9953,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9954,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9955,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9956,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9957,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 26,9958,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 26,9959,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 26,9960,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9961,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9962,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9963,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9964,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9965,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9966,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 26,9967,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9968,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9969,2,Limpar / substituir o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9970,3,"Verificar e eliminar sujeira,danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9971,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9972,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9973,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9974,7,Lavar/limpar as serpentinas do evaporizador e bandejas com remoção do biofilme(lodo),,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9975,8,Limpeza da volutra do ventilador(carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9976,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SCA 27,9977,10,"Revisar e eliminar sujeira,danos e corrosão no gabinete,na moldura da serpentina,",,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SCA 27,9978,,,,2016-10-31T00:00:00,,,RTM,0,A,
PRE,N,S,1,AR COND. SCA 27,9979,11,Verificar o estado de conservação do isolamento termoacustico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9980,12,Destravar/ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9981,13,Testar o issolamento do motor elétrico com megger,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9982,14,Medir tensão de fases,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9983,15,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9984,16,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9985,17,Verificar e corrigir os residuos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SCA 27,9986,18,Aplicar produto de anticorrosão na bandeja e estrutura e eliminar pontos de oxidação e aplicar  anticorrosivo.,,2016-10-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,AR COND. SS 01,10062,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10063,2,Limpar (quando recuperável) ou substituir (quando descartável) o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10064,3,"Verificar e elimiar sujeira, danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10065,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10066,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10067,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10068,7,Lavar / limpar as serpentinas do evaporador e bandejas com remoção de biofilme,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10069,8,Limpeza da voluta do ventilador (carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10070,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10071,10,"Revisar e elimiar sujeira, danos e corrosão no gabinete, na moldura da serpentina, na bandeja e estrutura e eliminar pontos de oxidação e aplicação anticorrosivo",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10072,11,Destravar / Ligar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 01,10073,12,Medir tensões de fases,,2016-10-31T00:00:00,,,RSM,1,A,2
PRE,N,S,1,AR COND. SS 01,10074,13,Medir correntes do compressor,,2016-10-31T00:00:00,,,RSM,1,A,2
PRE,N,S,1,AR COND. SS 01,10075,14,Medir correntes do motor elétrico,,2016-10-31T00:00:00,,,RSM,1,A,2
PRE,N,S,1,AR COND. SS 01,10076,15,Verificar e corrigir os ruídos e vibrações anormais,,2016-10-31T00:00:00,,,RSM,1,A,2
PRE,N,S,1,AR COND. SS 01,10077,16,Aplicar produto de anticorrosão,,2016-10-31T00:00:00,,,RSM,1,A,2
PRE,N,S,1,AR COND. SS 02,10078,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10079,2,Limpar (quando recuperável) ou substituir (quando descartável) o elemento filtrante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10080,3,"Verificar e elimiar sujeira, danos / corrosão e frestas do filtro de ar",,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10081,4,Verificar operação de drenagem e eliminar sujeira de água da bandeja,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10082,5,Verificar / medir pressão do refrigerante,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10083,6,Limpar o gabinete do condicionador,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10084,7,Lavar / limpar as serpentinas do evaporador e bandejas com remoção de biofilme,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10085,8,Limpeza da voluta do ventilador (carcaça e rotor) e do gabinete interna e externamente,,2016-10-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SS 02,10086,9,Lavar / limpar as serpentinas do condensador,,2016-10-31T00:00:00,,,RME,1,A,1
